"","tiplabel","longlabel","stringdates","refclade"
"6022","KF952364","KF952364,A/Delhi/567/2013,2013/02/12","2013/02/12","3c"
"6023","KF952368","KF952368,A/Delhi/1183/2013,2013/02/16","2013/02/16","3c"
"6024","KF952367","KF952367,A/Delhi/764/2013,2013/02/13","2013/02/13","3c"
"6025","KF952375","KF952375,A/Delhi/1549/2013,2013/02/19","2013/02/19","3c"
"6026","KF952377","KF952377,A/Delhi/1553/2013,2013/02/19","2013/02/19","3c"
"6027","KF952378","KF952378,A/Delhi/1702/2013,2013/02/19","2013/02/19","3c3"
"6028","KF952374","KF952374,A/Haryana/1396/2013,2013/02/17","2013/02/17","3c3"
"6029","KF952373","KF952373,A/Delhi/1391/2013,2013/02/18","2013/02/18","3c3"
"6030","KF952372","KF952372,A/Delhi/1313/2013,2013/02/17","2013/02/17","3c3"
"6031","KF952379","KF952379,A/Delhi/1720/2013,2013/02/20","2013/02/20","3c3"
"6032","KF952383","KF952383,A/Delhi/2274/2013,2013/02/22","2013/02/22","3c3"
"6033","KF952382","KF952382,A/Delhi/1951/2013,2013/02/21","2013/02/21","3c3"
"6034","KF952380","KF952380,A/Delhi/1782/2013,2013/02/20","2013/02/20","3c3"
"6035","CY141268","CY141268,A/Virginia/3253/2012,2012/12/19","2012/12/19","3c3"
"6036","KF790129","KF790129,A/Virginia/06/2013,2013/04/04","2013/04/04","3c3"
"6037","CY141201","CY141201,A/Georgia/3186/2013,2013/01/04","2013/01/04","3c3"
"6038","KT734946","KT734946,A/Wisconsin/56/2012,2012/12/26","2012/12/26","3c3"
"6039","CY141249","CY141249,A/North","49,A/North","3c3"
"6040","CY147304","CY147304,A/South","04,A/South","3c3"
"6041","KF790137","KF790137,A/Oklahoma/03/2013,2013/01/04","2013/01/04","3c3"
"6042","KF790119","KF790119,A/Louisiana/04/2013,2013/04/11","2013/04/11","3c3"
"6043","KF886315","KF886315,A/South","15,A/South","3c3"
"6044","KF790201","KF790201,A/North","01,A/North","3c3"
"6045","CY141261","CY141261,A/Texas/3246/2013,2013/01/02","2013/01/02","3c3"
"6046","CY168847","CY168847,A/Boston/YGA_01046/2012,2012/12/25","2012/12/25","3c3"
"6047","CY170311","CY170311,A/Boston/YGA_02034/2013,2013/01/16","2013/01/16","3c3"
"6048","MF150436","MF150436,A/Guangdong/403/2013,2013/06/25","2013/06/25","3c3"
"6049","MF150438","MF150438,A/Guangdong/473/2013,2013/08/14","2013/08/14","3c3"
"6050","CY148748","CY148748,A/Boston/DOA2-156/2013,2013/01/13","2013/01/13","3c3"
"6051","MH393235","MH393235,A/China/356/2012,2012/08/06","2012/08/06","3c3"
"6052","CY170775","CY170775,A/Santa","75,A/Santa","3c3"
"6053","KJ741964","KJ741964,A/Connecticut/Flu021/2012,2012/12/30","2012/12/30","3c3"
"6054","CY134876","CY134876,A/Texas/JMM_21/2012,2012/11/25","2012/11/25","3c3"
"6055","CY182353","CY182353,A/Nicaragua/AGA2-114/2013,2013/02/21","2013/02/21","3c3"
"6056","CY188369","CY188369,A/Nicaragua/6840_02/2013,2013/06/29","2013/06/29","3c3"
"6057","CY188265","CY188265,A/Nicaragua/7660_03/2013,2013/08/28","2013/08/28","3c3"
"6058","CY188201","CY188201,A/Nicaragua/6414_07/2013,2013/08/02","2013/08/02","3c3"
"6059","CY188657","CY188657,A/Nicaragua/421_02/2013,2013/07/21","2013/07/21","3c3"
"6060","KF761512","KF761512,A/Quebec/27/2013,2013/03/07","2013/03/07","3c3"
"6061","KM064514","KM064514,A/Texas/31/2013,2013/10/28","2013/10/28","3c3"
"6062","KJ667974","KJ667974,A/California/NHRC415033/2013,2013/11/20","2013/11/20","3c3"
"6063","KJ938675","KJ938675,A/California/NHRC419606/2014,2014/01/09","2014/01/09","3c3"
"6064","CY141194","CY141194,A/Florida/3179/2013,2013/01/04","2013/01/04","3c3"
"6065","KF928618","KF928618,A/California/NHRC382595/2012,2012/12/19","2012/12/19","3c3"
"6066","KF886335","KF886335,A/California/NHRC388449/2013,2013/01/09","2013/01/09","3c3"
"6067","KF886341","KF886341,A/South","41,A/South","3c3"
"6068","KT889239","KT889239,A/Mexico","9,A/Mexico","3c3"
"6069","KF789660","KF789660,A/Maryland/06/2013,2013/06/25","2013/06/25","3c3"
"6070","CY183073","CY183073,A/Houston/JMM_112/2013,2013/01/04","2013/01/04","3c3"
"6071","KM064159","KM064159,A/California/03/2014,2014/01/18","2014/01/18","3c3"
"6072","KM064149","KM064149,A/California/04/2014,2014/01/29","2014/01/29","3c3"
"6073","KM064402","KM064402,A/Arizona/16/2013,2013/11/20","2013/11/20","3c3"
"6074","KM064215","KM064215,A/North","15,A/North","3c3"
"6075","CY188497","CY188497,A/Nicaragua/6962_04/2013,2013/06/04","2013/06/04","3c3"
"6076","CY188521","CY188521,A/Nicaragua/6952_06/2013,2013/07/02","2013/07/02","3c3"
"6077","CY134900","CY134900,A/Texas/JMM_24/2012,2012/11/26","2012/11/26","3c3"
"6078","CY170599","CY170599,A/Santa","99,A/Santa","3c3"
"6079","KM654789","KM654789,A/Connecticut/Flu056/2012,2012/12/30","2012/12/30","3c3"
"6080","CY188193","CY188193,A/Nicaragua/6228_04/2013,2013/07/14","2013/07/14","3c3"
"6081","CY187953","CY187953,A/Nicaragua/7699_01/2013,2013/08/06","2013/08/06","3c3"
"6082","CY187945","CY187945,A/Nicaragua/6426_03/2013,2013/07/28","2013/07/28","3c3"
"6083","CY188145","CY188145,A/Nicaragua/5026_03/2013,2013/10/10","2013/10/10","3c3"
"6084","CY188545","CY188545,A/Nicaragua/7541_02/2013,2013/06/25","2013/06/25","3c3"
"6085","CY187977","CY187977,A/Nicaragua/6496_12/2013,2013/07/10","2013/07/10","3c3"
"6086","CY188401","CY188401,A/Nicaragua/6854_05/2013,2013/07/04","2013/07/04","3c3"
"6087","CY188089","CY188089,A/Nicaragua/5349_05/2013,2013/07/27","2013/07/27","3c3"
"6088","CY188225","CY188225,A/Nicaragua/7628_01/2013,2013/08/12","2013/08/12","3c3"
"6089","CY188665","CY188665,A/Nicaragua/5754_07/2013,2013/07/22","2013/07/22","3c3"
"6090","CY188489","CY188489,A/Nicaragua/6898_05/2013,2013/06/30","2013/06/30","3c3"
"6091","CY188041","CY188041,A/Nicaragua/6104_06/2013,2013/07/20","2013/07/20","3c3"
"6092","CY187969","CY187969,A/Nicaragua/6965_03/2013,2013/07/12","2013/07/12","3c3"
"6093","CY189767","CY189767,A/Nicaragua/30072_01_TR1/2013,2013/06/14","2013/06/14","3c3"
"6094","CY189751","CY189751,A/Nicaragua/30071_01_TR1/2013,2013/06/14","2013/06/14","3c3"
"6095","CY188017","CY188017,A/Nicaragua/4871_07/2013,2013/08/03","2013/08/03","3c3"
"6096","CY188177","CY188177,A/Nicaragua/7607_03/2013,2013/07/05","2013/07/05","3c3"
"6097","CY189575","CY189575,A/Nicaragua/30143_01_tr3/2013,2013/07/05","2013/07/05","3c3"
"6098","CY189639","CY189639,A/Nicaragua/5465_01_TR3/2013,2013/07/10","2013/07/10","3c3"
"6099","CY188329","CY188329,A/Nicaragua/7637_03/2013,2013/07/28","2013/07/28","3c3"
"6100","CY188273","CY188273,A/Nicaragua/7655_01/2013,2013/07/29","2013/07/29","3c3"
"6101","CY188249","CY188249,A/Nicaragua/6163_03/2013,2013/08/09","2013/08/09","3c3"
"6102","CY187937","CY187937,A/Nicaragua/5300_01/2013,2013/07/08","2013/07/08","3c3"
"6103","CY188593","CY188593,A/Nicaragua/7482_04/2013,2013/07/01","2013/07/01","3c3"
"6104","CY189599","CY189599,A/Nicaragua/30190_01_TR1/2013,2013/07/08","2013/07/08","3c3"
"6105","CY188033","CY188033,A/Nicaragua/6889_07/2013,2013/07/12","2013/07/12","3c3"
"6106","CY188321","CY188321,A/Nicaragua/6971_03/2013,2013/07/25","2013/07/25","3c3"
"6107","KJ741970","KJ741970,A/Connecticut/Flu033/2012,2012/12/29","2012/12/29","3c3"
"6108","KJ741960","KJ741960,A/Connecticut/Flu013/2012,2012/12/29","2012/12/29","3c3"
"6109","KJ741966","KJ741966,A/Connecticut/Flu025/2012,2012/12/30","2012/12/30","3c3"
"6110","CY134640","CY134640,A/New","4640,A/New","3c3"
"6111","CY134653","CY134653,A/New","4653,A/New","3c3"
"6112","CY141242","CY141242,A/New","1242,A/New","3c3"
"6113","CY141220","CY141220,A/New","1220,A/New","3c3"
"6114","CY141243","CY141243,A/New","1243,A/New","3c3"
"6115","KF790277","KF790277,A/New","0277,A/New","3c3"
"6116","CY141241","CY141241,A/New","1241,A/New","3c3"
"6117","KT734903","KT734903,A/Michigan/22/2013,2013/01/07","2013/01/07","3c3"
"6118","CY134661","CY134661,A/New","4661,A/New","3c3"
"6119","CY141247","CY141247,A/New","1247,A/New","3c3"
"6120","KF789872","KF789872,A/Hawaii/02/2013,2013/05/28","2013/05/28","3c3"
"6121","KJ577189","KJ577189,A/Thailand/VIROAF6/2012,2012/09/13","2012/09/13","3c3"
"6122","KF789958","KF789958,A/West","958,A/West","3c3"
"6123","KF790258","KF790258,A/New","0258,A/New","3c3"
"6124","CY148340","CY148340,A/Boston/DOA2-102/2012,2012/12/15","2012/12/15","3c3"
"6125","CY148788","CY148788,A/Boston/DOA2-162/2012,2012/01/10","2012/01/10","3c3"
"6126","CY168231","CY168231,A/Boston/YGA_00054/2013,2013/01/24","2013/01/24","3c3"
"6127","CY169215","CY169215,A/Boston/YGA_01097/2012,2012/12/30","2012/12/30","3c3"
"6128","CY169511","CY169511,A/Boston/YGA_01137/2013,2013/01/03","2013/01/03","3c3"
"6129","CY170439","CY170439,A/Boston/YGA_02058/2013,2013/02/20","2013/02/20","3c3"
"6130","CY168399","CY168399,A/Boston/YGA_00083/2013,2013/01/23","2013/01/23","3c3"
"6131","CY168999","CY168999,A/Boston/YGA_01066/2012,2012/12/27","2012/12/27","3c3"
"6132","CY149300","CY149300,A/Boston/DOA2-243/2013,2013/01/10","2013/01/10","3c3"
"6133","CY168367","CY168367,A/Boston/YGA_00079/2013,2013/01/21","2013/01/21","3c3"
"6134","CY168127","CY168127,A/Boston/YGA_00041/2013,2013/01/11","2013/01/11","3c3"
"6135","CY141245","CY141245,A/New","1245,A/New","3c3"
"6136","CY169727","CY169727,A/Boston/YGA_01165/2013,2013/01/10","2013/01/10","3c3"
"6137","CY169623","CY169623,A/Boston/YGA_01152/2013,2013/01/05","2013/01/05","3c3"
"6138","CY169607","CY169607,A/Boston/YGA_01150/2013,2013/01/05","2013/01/05","3c3"
"6139","CY170383","CY170383,A/Boston/YGA_02045/2013,2013/01/25","2013/01/25","3c3"
"6140","CY148700","CY148700,A/Boston/DOA2-149/2013,2013/01/09","2013/01/09","3c3"
"6141","KM654796","KM654796,A/Connecticut/Flu105/2013,2013/03/04","2013/03/04","3c3"
"6142","CY148932","CY148932,A/Boston/DOA2-182/2013,2013/01/08","2013/01/08","3c3"
"6143","CY168639","CY168639,A/Boston/YGA_01016/2012,2012/12/22","2012/12/22","3c3"
"6144","CY169239","CY169239,A/Boston/YGA_01100/2012,2012/12/31","2012/12/31","3c3"
"6145","CY168303","CY168303,A/Boston/YGA_00067/2013,2013/02/26","2013/02/26","3c3"
"6146","CY148492","CY148492,A/Boston/DOA2-122/2012,2012/12/26","2012/12/26","3c3"
"6147","CY148836","CY148836,A/Boston/DOA2-170/2013,2013/01/12","2013/01/12","3c3"
"6148","CY168727","CY168727,A/Boston/YGA_01029/2012,2012/12/23","2012/12/23","3c3"
"6149","CY148612","CY148612,A/Boston/DOA2-137/2012,2012/12/21","2012/12/21","3c3"
"6150","CY168463","CY168463,A/Boston/YGA_00092/2013,2013/02/01","2013/02/01","3c3"
"6151","CY170375","CY170375,A/Boston/YGA_02043/2013,2013/01/24","2013/01/24","3c3"
"6152","CY148524","CY148524,A/Boston/DOA2-126/2012,2012/12/16","2012/12/16","3c3"
"6153","KJ741958","KJ741958,A/Connecticut/Flu009/2012,2012/12/30","2012/12/30","3c3"
"6154","KM654791","KM654791,A/Connecticut/Flu072/2012,2012/12/29","2012/12/29","3c3"
"6155","KR611844","KR611844,A/Rochester/0087/2013,2013/01/31","2013/01/31","3c"
"6156","KR611851","KR611851,A/Rochester/0073/2013,2013/01/14","2013/01/14","3c"
"6157","KR611827","KR611827,A/Rochester/0085/2013,2013/01/24","2013/01/24","3c3"
"6158","KR611820","KR611820,A/Rochester/0085/2013,2013/01/24","2013/01/24","3c3"
"6159","CY141229","CY141229,A/New","1229,A/New","3c3"
"6160","CY141235","CY141235,A/New","1235,A/New","3c3"
"6161","CY134641","CY134641,A/New","4641,A/New","3c3"
"6162","CY183169","CY183169,A/Houston/JMM_125/2013,2013/01/08","2013/01/08","3c3"
"6163","KM654798","KM654798,A/Connecticut/Flu117/2013,2013/01/25","2013/01/25","3c3"
"6164","KF789966","KF789966,A/Rhode","66,A/Rhode","3c3"
"6165","CY149076","CY149076,A/Boston/DOA2-209/2012,2012/12/28","2012/12/28","3c3"
"6166","CY141239","CY141239,A/New","1239,A/New","3c3"
"6167","CY141228","CY141228,A/New","1228,A/New","3c3"
"6168","CY148964","CY148964,A/Boston/DOA2-186/2013,2013/01/11","2013/01/11","3c3"
"6169","CY168631","CY168631,A/Boston/YGA_01015/2012,2012/12/21","2012/12/21","3c3"
"6170","CY169375","CY169375,A/Boston/YGA_01120/2013,2013/01/02","2013/01/02","3c3"
"6171","KJ741952","KJ741952,A/Connecticut/Flu001/2012,2012/12/30","2012/12/30","3c3"
"6172","KM654790","KM654790,A/Connecticut/Flu066/2012,2012/12/30","2012/12/30","3c3"
"6173","KM654816","KM654816,A/Connecticut/Flu090/2013,2013/01/01","2013/01/01","3c3"
"6174","KM654828","KM654828,A/Connecticut/Flu166/2013,2013/01/26","2013/01/26","3c3"
"6175","KF789810","KF789810,A/Iowa/22/2012,2012/11/20","2012/11/20","3c3"
"6176","CY141199","CY141199,A/Florida/3184/2012,2012/12/13","2012/12/13","3c3"
"6177","KF451883","KF451883,A/Kenya/256/2013,2013/01/29","2013/01/29","3c3"
"6178","KF451882","KF451882,A/Kenya/255/2013,2013/01/29","2013/01/29","3c3"
"6179","KF451885","KF451885,A/Kenya/258/2013,2013/01/21","2013/01/21","3c3"
"6180","KF451884","KF451884,A/Kenya/257/2013,2013/01/23","2013/01/23","3c3"
"6181","KF451880","KF451880,A/Kenya/253/2013,2013/02/18","2013/02/18","3c3"
"6182","KF789774","KF789774,A/Massachusetts/11/2013,2013/07/10","2013/07/10","3c3"
"6183","KM064453","KM064453,A/Massachusetts/11/2013,2013/07/10","2013/07/10","3c3"
"6184","KF451872","KF451872,A/Kenya/245/2012,2012/12/10","2012/12/10","3c3"
"6185","KF451881","KF451881,A/Kenya/254/2013,2013/02/13","2013/02/13","3c"
"6186","CY251799","CY251799,A/Tasmania/15/2014,2014/06/04","2014/06/04","3c3"
"6187","KT837202","KT837202,A/Ohio/05/2014,2014/09/30","2014/09/30","3c3"
"6188","KP335931","KP335931,A/Thailand/CU-B8235/2013,2013/09/09","2013/09/09","3c3"
"6189","CY251727","CY251727,A/Newcastle/20/2014,2014/02/07","2014/02/07","3c3"
"6190","KU529245","KU529245,A/Singapore/H2013.403/2013,2013/05/27","2013/05/27","3c3"
"6191","KM069596","KM069596,A/Singapore/H2013.718a/2013,2013/09/19","2013/09/19","3c3"
"6192","KM208532","KM208532,A/Hangzhou/A126/2013,2013/02/19","2013/02/19","3c3"
"6193","CY168951","CY168951,A/Boston/YGA_01060/2012,2012/12/26","2012/12/26","3c3"
"6194","CY148548","CY148548,A/Boston/DOA2-129/2012,2012/12/18","2012/12/18","3c3"
"6195","CY168375","CY168375,A/Boston/YGA_00080/2013,2013/01/22","2013/01/22","3c3"
"6196","CY168567","CY168567,A/Boston/YGA_01006/2012,2012/12/20","2012/12/20","3c3"
"6197","CY148572","CY148572,A/Boston/DOA2-132/2012,2012/12/19","2012/12/19","3c3"
"6198","CY149220","CY149220,A/Boston/DOA2-230/2013,2013/01/17","2013/01/17","3c3"
"6199","CY141177","CY141177,A/Massachusetts/3162/2013,2013/01/07","2013/01/07","3c3"
"6200","CY168271","CY168271,A/Boston/YGA_00061/2013,2013/02/06","2013/02/06","3c3"
"6201","CY170319","CY170319,A/Boston/YGA_02035/2013,2013/01/16","2013/01/16","3c3"
"6202","CY169679","CY169679,A/Boston/YGA_01159/2013,2013/01/06","2013/01/06","3c3"
"6203","CY147301","CY147301,A/Alaska/3409/2013,2013/03/11","2013/03/11","3c3"
"6204","KF789562","KF789562,A/Massachusetts/06/2013,2013/02/12","2013/02/12","3c3"
"6205","KF761503","KF761503,A/Quebec/13/2013,2013/01/22","2013/01/22","3c3"
"6206","CY148580","CY148580,A/Boston/DOA2-133/2012,2012/12/20","2012/12/20","3c3"
"6207","CY169431","CY169431,A/Boston/YGA_01127/2013,2013/01/02","2013/01/02","3c3"
"6208","CY169775","CY169775,A/Boston/YGA_01171/2013,2013/01/14","2013/01/14","3c3"
"6209","CY168735","CY168735,A/Boston/YGA_01030/2012,2012/12/23","2012/12/23","3c3"
"6210","CY148388","CY148388,A/Boston/DOA2-108/2012,2012/10/11","2012/10/11","3c3"
"6211","CY168071","CY168071,A/Boston/YGA_00030/2013,2013/01/04","2013/01/04","3c3"
"6212","CY148924","CY148924,A/Boston/DOA2-181/2013,2013/01/18","2013/01/18","3c3"
"6213","CY148644","CY148644,A/Boston/DOA2-142/2012,2012/12/21","2012/12/21","3c3"
"6214","CY149252","CY149252,A/Boston/DOA2-236/2013,2013/01/10","2013/01/10","3c3"
"6215","CY169943","CY169943,A/Boston/YGA_01198/2013,2013/01/28","2013/01/28","3c3"
"6216","CY169391","CY169391,A/Boston/YGA_01122/2013,2013/01/02","2013/01/02","3c3"
"6217","CY169719","CY169719,A/Boston/YGA_01164/2013,2013/01/10","2013/01/10","3c3"
"6218","CY168615","CY168615,A/Boston/YGA_01013/2012,2012/12/21","2012/12/21","3c3"
"6219","CY148508","CY148508,A/Boston/DOA2-124/2012,2012/12/26","2012/12/26","3c3"
"6220","CY170415","CY170415,A/Boston/YGA_02053/2013,2013/02/12","2013/02/12","3c3"
"6221","CY148884","CY148884,A/Boston/DOA2-176/2013,2013/01/02","2013/01/02","3c3"
"6222","CY148708","CY148708,A/Boston/DOA2-150/2013,2013/01/05","2013/01/05","3c3"
"6223","CY148756","CY148756,A/Boston/DOA2-157/2013,2013/01/09","2013/01/09","3c3"
"6224","CY149036","CY149036,A/Boston/DOA2-201/2013,2013/01/15","2013/01/15","3c3"
"6225","CY149108","CY149108,A/Boston/DOA2-215/2013,2013/01/15","2013/01/15","3c3"
"6226","CY168447","CY168447,A/Boston/YGA_00090/2012,2012/12/20","2012/12/20","3c3"
"6227","CY148412","CY148412,A/Boston/DOA2-111/2012,2012/12/02","2012/12/02","3c3"
"6228","CY169671","CY169671,A/Boston/YGA_01158/2013,2013/01/06","2013/01/06","3c3"
"6229","CY148972","CY148972,A/Boston/DOA2-187/2013,2013/01/16","2013/01/16","3c3"
"6230","KJ741961","KJ741961,A/Connecticut/Flu014/2012,2012/12/30","2012/12/30","3c3"
"6231","CY168191","CY168191,A/Boston/YGA_00049/2013,2013/01/15","2013/01/15","3c3"
"6232","CY149228","CY149228,A/Boston/DOA2-232/2013,2013/01/10","2013/01/10","3c3"
"6233","CY183313","CY183313,A/Houston/JMM_146/2013,2013/01/19","2013/01/19","3c3"
"6234","KF789891","KF789891,A/Kansas/16/2012,2012/12/12","2012/12/12","3c3"
"6235","KF790053","KF790053,A/Wyoming/01/2013,2013/01/03","2013/01/03","3c3"
"6236","KF789829","KF789829,A/Connecticut/13/2012,2012/11/28","2012/11/28","3c"
"6237","CY148324","CY148324,A/Boston/DOA2-100/2012,2012/12/13","2012/12/13","3c3"
"6238","CY170743","CY170743,A/Santa","43,A/Santa","3c3"
"6239","CY149316","CY149316,A/Boston/DOA2-245/2013,2013/01/25","2013/01/25","3c3"
"6240","CY188345","CY188345,A/Nicaragua/5605_09/2013,2013/07/23","2013/07/23","3c3"
"6241","CY170487","CY170487,A/Santa","87,A/Santa","3c3"
"6242","KM069590","KM069590,A/Singapore/H2013.430b/2013,2013/06/06","2013/06/06","3c3"
"6243","KM069580","KM069580,A/Singapore/H2012.956/2012,2012/12/15","2012/12/15","3c3"
"6244","KM069571","KM069571,A/Singapore/C2012.669/2012,2012/09/01","2012/09/01","3c3"
"6245","KT837381","KT837381,A/North","81,A/North","3c3"
"6246","CY193309","CY193309,A/Georgia/4056/2014,2014/11/21","2014/11/21","3c3"
"6247","KT836321","KT836321,A/New","6321,A/New","3c3"
"6248","CY193827","CY193827,A/Washington/4574/2015,2015/01/17","2015/01/17","3c3"
"6249","KT839966","KT839966,A/North","66,A/North","3c3"
"6250","KT837429","KT837429,A/Florida/45/2014,2014/10/12","2014/10/12","3c3"
"6251","KT837755","KT837755,A/Maryland/34/2014,2014/10/23","2014/10/23","3c3"
"6252","KY089127","KY089127,A/New","9127,A/New","3c3"
"6253","KT841080","KT841080,A/New","1080,A/New","3c3"
"6254","KM064234","KM064234,A/Wisconsin/06/2014,2014/03/09","2014/03/09","3c3"
"6255","KR057577","KR057577,A/South","77,A/South","3c3"
"6256","KT839558","KT839558,A/Massachusetts/16/2014,2014/12/03","2014/12/03","3c3"
"6257","KT205871","KT205871,A/California/NHRC_BRD41012N/2014,2014/11/14","2014/11/14","3c3"
"6258","KT205865","KT205865,A/California/NHRC_BRD21162N/2015,2015/01/07","2015/01/07","3c3"
"6259","CY193794","CY193794,A/Nevada/4541/2015,2015/01/13","2015/01/13","3c3"
"6260","KT840639","KT840639,A/Nevada/30/2014,2014/12/17","2014/12/17","3c3"
"6261","CY193453","CY193453,A/Oklahoma/4200/2014,2014/12/10","2014/12/10","3c3"
"6262","CY193481","CY193481,A/Alabama/4228/2015,2015/01/05","2015/01/05","A1a"
"6263","KT841283","KT841283,A/Texas/04/2015,2015/01/07","2015/01/07","3c3"
"6264","KT837435","KT837435,A/Connecticut/19/2014,2014/10/03","2014/10/03","3c3"
"6265","KY089574","KY089574,A/Colorado/03/2015,2015/01/10","2015/01/10","3c3"
"6266","KT837411","KT837411,A/Texas/66/2014,2014/10/30","2014/10/30","3c3"
"6267","KT840844","KT840844,A/Texas/79/2014,2014/12/15","2014/12/15","3c3"
"6268","KT839947","KT839947,A/California/42/2014,2014/12/04","2014/12/04","3c3"
"6269","KM064325","KM064325,A/Oklahoma/16/2013,2013/11/02","2013/11/02","3c3"
"6270","KT837267","KT837267,A/Wisconsin/34/2014,2014/09/30","2014/09/30","3c3"
"6271","KT840023","KT840023,A/Wyoming/19/2014,2014/12/10","2014/12/10","3c3"
"6272","CY252167","CY252167,A/Sydney/1065/2014,2014/09/01","2014/09/01","3c3"
"6273","CY252191","CY252191,A/Brisbane/359/2014,2014/11/03","2014/11/03","3c3"
"6274","CY251919","CY251919,A/Sydney/103/2014,2014/06/24","2014/06/24","3c3"
"6275","CY252015","CY252015,A/Brisbane/262/2014,2014/08/01","2014/08/01","3c3"
"6276","CY251943","CY251943,A/Sydney/1007/2014,2014/07/30","2014/07/30","3c3"
"6277","CY251927","CY251927,A/South","27,A/South","3c3"
"6278","KT837060","KT837060,A/North","60,A/North","3c3"
"6279","CY251895","CY251895,A/South","95,A/South","3c3"
"6280","CY251839","CY251839,A/South","39,A/South","3c3"
"6281","KY926260","KY926260,A/Viamao/LACENRS-974/2015,2015/05/21","2015/05/21","3c3"
"6282","CY251431","CY251431,A/Newcastle/1/2013,2013/01/14","2013/01/14","3c3"
"6283","KM208536","KM208536,A/Hangzhou/A469/2013,2013/07/29","2013/07/29","3c3"
"6284","KJ734746","KJ734746,A/Ontario/C6633-8/2013,2013/03/16","2013/03/16","3c3"
"6285","CY141181","CY141181,A/Colorado/3166/2012,2012/12/17","2012/12/17","3c3"
"6286","KR611299","KR611299,A/Wisconsin/V130764/2013,2013/01/01","2013/01/01","3c3"
"6287","KT844423","KT844423,A/Texas/29/2013,2013/01/03","2013/01/03","3c3"
"6288","CY141271","CY141271,A/Virginia/3256/2013,2013/01/03","2013/01/03","3c3"
"6289","KF790077","KF790077,A/Oregon/15/2012,2012/12/24","2012/12/24","3c3"
"6290","CY141191","CY141191,A/Florida/3176/2013,2013/01/02","2013/01/02","3c3"
"6291","KF790329","KF790329,A/Nevada/36/2012,2012/12/29","2012/12/29","3c3"
"6292","KF790503","KF790503,A/Nevada/03/2013,2013/01/05","2013/01/05","3c3"
