"","D_Lab","Date"
"10864","KY487725","2016/01/05"
"5328","KY615390","2016/01/15"
"10865","KY487147","2016/01/06"
"5036","KY487617","2016/02/17"
"5037","KY615443","2016/03/01"
"5034","KY487727","2016/02/15"
"5323","KY949680","2015/12/28"
"10867","KY487336","2016/01/12"
"5033","KY949887","2016/01/28"
"5656","MG230362","2015/11/22"
"1300","KX407387","2016/02/02"
"5027","KY487251","2015/12/14"
"8881","KY925857","2016/04/08"
"10987","KY634448","2015/12/10"
"10988","KY634449","2015/12/10"
"13036","MG230397","2016/01/05"
"5659","MG230388","2015/12/12"
"13040","MG230406","2016/01/10"
"13045","MG230424","2016/01/26"
"5674","MG230417","2016/01/20"
"5675","MG230418","2016/01/20"
"13044","MG230422","2016/01/26"
"5670","MG230411","2016/01/15"
"13053","MG230421","2016/01/22"
"13047","MG230428","2016/01/28"
"13048","MG230429","2016/01/28"
"9543","MG230408","2016/01/10"
"13043","MG230420","2016/01/21"
"5668","MG230409","2016/01/15"
"13051","MG230415","2016/01/02"
"5673","MG230416","2016/01/16"
"4883","MF768843","2015/11/04"
"1305","CY208427","2016/03/07"
"8317","CY208465","2016/03/10"
"4878","MF768779","2015/11/06"
"12027","KX088393","2015/12/25"
"12986","KY273043","2016/02/22"
"7083","CY210032","2016/03/11"
"8711","KX407779","2016/03/03"
"2209","CY209855","2016/03/23"
"11172","KX919404","2016/03/23"
"392","KX406107","2015/12/10"
"393","KX919524","2015/12/10"
"1966","KX006253","2016/01/17"
"6822","CY208249","2016/02/16"
"6816","KX004509","2015/12/31"
"9406","MK246044","2015/12/11"
"9404","MK246041","2015/12/03"
"12312","KX005817","2016/01/21"
"6463","KX006139","2016/01/20"
"6457","KX005785","2016/01/10"
"6447","KX004914","2016/01/05"
"11494","KX918940","2016/01/25"
"10625","KX408931","2016/01/16"
"12648","KX410587","2016/03/15"
"388","KX919516","2015/12/06"
"387","KX406099","2015/12/06"
"385","KX406083","2015/12/07"
"11102","KX006058","2016/01/05"
"410","KX918580","2015/12/30"
"6793","KY044636","2016/01/28"
"6794","KX408435","2016/01/28"
"369","KX004731","2015/12/08"
"95","CY208196","2016/02/08"
"394","CY208234","2016/02/17"
"4213","KX005290","2015/12/25"
"4212","KY044699","2015/12/25"
"8268","KY044648","2016/01/28"
"8269","KX408523","2016/01/28"
"2077","KU761516","2016/01/25"
"12209","KX410115","2016/03/10"
"12200","KX918628","2016/02/21"
"2998","KX005681","2016/01/16"
"5487","KX409171","2016/02/16"
"12026","KX088385","2015/12/14"
"5379","KX005542","2015/11/11"
"7556","CY208312","2016/02/25"
"6924","KX410555","2016/03/22"
"4254","KX411051","2016/02/24"
"8687","KX408347","2016/01/25"
"8688","KX949126","2016/01/25"
"6177","KX918892","2016/02/28"
"2258","KX408683","2016/02/04"
"3747","KX407571","2016/02/22"
"327","KX406387","2016/01/18"
"337","KX406419","2016/01/18"
"12406","CY209796","2016/02/29"
"6420","KX919204","2016/02/24"
"4744","KX214546","2016/01/04"
"1298","CY208164","2016/01/24"
"1498","KX523701","2016/01/19"
"6323","KX409187","2016/02/11"
"12434","KX005394","2015/12/25"
"11177","KY044875","2016/03/28"
"11160","KX919380","2016/02/18"
"12605","KX407731","2016/02/27"
"3374","KX409427","2016/02/23"
"8742","KX410171","2016/03/11"
"6934","KX004225","2015/12/23"
"1213","KX006229","2016/01/14"
"9396","MK246033","2015/10/23"
"9363","MK246018","2015/12/31"
"9388","MK246023","2015/10/03"
"4486","MF319595","2016/02/18"
"9387","MK246022","2015/10/03"
"4483","MF319590","2016/02/14"
"4484","MF319593","2016/02/13"
"1905","KX004554","2015/12/14"
"5143","KX223760","2015/10/06"
"5145","KX223762","2015/10/09"
"9362","MK246016","2015/09/12"
"5142","KX223758","2015/10/04"
"5144","KX223761","2015/10/08"
"4432","KX789433","2015/03/23"
"4433","KX789449","2015/03/25"
"4429","KX789457","2015/03/06"
"4431","KX789425","2015/03/21"
"4430","KX789417","2015/03/14"
"11857","KT369727","2015/02/25"
"11359","CY208261","2016/02/18"
"6456","KT836615","2015/02/17"
"5212","KY888148","2015/02/03"
"4564","KT836817","2015/01/28"
"4563","KX002295","2015/01/28"
"4521","KR052634","2015/03/04"
"1381","KX004341","2015/09/12"
"1380","KU509895","2015/09/12"
"4873","MF768747","2015/04/16"
"9420","MK246062","2015/03/16"
"8636","KY075821","2015/04/22"
"2338","MG745919","2016/01/03"
"4512","KR052624","2015/01/28"
"4399","KX078501","2015/03/05"
"5211","KY888149","2015/01/14"
"12198","KX004571","2015/11/06"
"8744","KU509846","2015/10/26"
"459","KU509759","2015/11/05"
"460","KX004162","2015/11/05"
"12197","KX004114","2015/11/06"
"8745","KX004122","2015/10/26"
"357","KU509625","2015/10/24"
"8773","KX005737","2015/12/14"
"9422","MK246065","2015/02/18"
"9410","MK246048","2015/04/27"
"9423","MK246066","2015/02/06"
"9367","MK246071","2015/03/06"
"9368","MK246073","2015/02/28"
"9418","MK246060","2015/03/11"
"9421","MK246063","2015/02/18"
"793","KT369729","2015/03/17"
"4519","KR052633","2015/02/27"
"3122","KT836928","2015/04/15"
"3210","KX005098","2015/11/09"
"3244","KX004281","2015/12/19"
"3018","KX004286","2015/12/20"
"4515","KR052628","2015/02/02"
"9371","MK246079","2015/03/25"
"9409","MK246047","2015/04/26"
"4513","KR052635","2015/01/28"
"4406","KX078517","2015/03/18"
"4514","KR052627","2015/01/27"
"4516","KR052629","2015/02/01"
"12592","KT836797","2015/03/11"
"9412","MK246051","2015/11/27"
"2254","KT241021","2015/02/17"
"9401","MK246038","2015/12/21"
"4520","KR052632","2015/02/27"
"5141","KX223757","2015/10/03"
"4510","KR052625","2015/01/23"
"4871","MF768875","2014/06/08"
"4398","KR052618","2014/03/14"
"4507","KR052565","2013/09/10"
"8977","KF761471","2013/02/14"
"7026","KF648063","2012/12/08"
"971","CY170079","2013/03/17"
"7913","CY187865","2013/07/06"
"7892","CY188505","2013/05/09"
"7911","CY188409","2013/06/11"
"7899","CY189647","2013/07/09"
"7925","CY188009","2013/08/17"
"7893","CY188529","2013/07/01"
"7923","CY188449","2013/06/24"
"7886","CY188393","2013/06/13"
"7919","CY188105","2013/11/18"
"7888","CY188361","2013/09/19"
"7906","CY188313","2013/11/17"
"7900","CY188153","2013/08/02"
"3385","CY163412","2013/02/21"
"8677","KF647987","2013/01/18"
"6357","KT274663","2013/12/09"
"5048","KF648039","2013/03/30"
"7875","CY189807","2013/06/26"
"7879","CY189783","2013/06/14"
"7878","CY189759","2013/06/17"
"7928","CY189743","2013/06/12"
"7907","CY188281","2013/08/22"
"7929","CY188537","2013/07/03"
"11149","KF648129","2013/07/21"
"7876","CY189719","2013/06/07"
"7890","CY188569","2013/06/11"
"7918","CY188473","2013/06/26"
"7877","CY189727","2013/06/10"
"7931","CY188185","2013/08/05"
"7894","CY188513","2013/05/02"
"7921","CY188353","2013/07/09"
"7881","CY189671","2013/07/12"
"7927","CY188561","2013/03/15"
"7915","CY188425","2013/06/16"
"7887","CY188289","2013/08/02"
"7880","CY189799","2013/06/21"
"2256","KY094978","2013/03/09"
"2255","MH128077","2013/01/14"
"7898","CY188417","2013/03/30"
"7897","CY188673","2013/04/02"
"8686","KF648162","2013/04/09"
"8719","KF647938","2012/11/23"
"5119","CY163416","2013/03/12"
"4951","KF648041","2013/03/21"
"6788","KF647917","2013/02/06"
"8009","KF648093","2013/02/13"
"3715","KF648223","2013/05/28"
"4544","KF647915","2013/02/02"
"11501","KF648091","2012/12/17"
"12037","KF648152","2013/04/08"
"3322","KF648147","2013/01/02"
"7372","CY141233","2013/01/07"
"10994","KF648183","2013/01/09"
"7235","KF648255","2013/01/22"
"7373","CY141236","2013/01/18"
"8517","KF886366","2013/03/05"
"6363","CY187274","2013/12/27"
"1926","CY187230","2013/12/11"
"1007","KP864394","2014/01/13"
"11221","CY163462","2013/08/31"
"11222","CY163463","2013/09/03"
"3437","KJ889270","2014/01/13"
"5059","KT274241","2013/10/24"
"6335","KT274211","2013/10/02"
"68","KT274563","2013/12/01"
"8037","KJ136252","2013/08/27"
"8040","KM408910","2013/08/27"
"7322","KM409319","2013/12/09"
"7231","KM409337","2014/01/01"
"1494","KJ889276","2014/01/12"
"1493","KJ889266","2014/01/16"
"1488","KJ635906","2013/12/26"
"4648","KT274402","2013/11/06"
"1492","KJ889264","2014/01/14"
"8966","KJ396033","2014/01/15"
"5052","KF647985","2013/06/27"
"6884","KM409116","2014/02/13"
"6965","KM408934","2013/09/17"
"6964","KM408931","2013/09/17"
"3333","KM408925","2013/08/08"
"130","KM408937","2013/06/23"
"1483","KJ635916","2013/12/30"
"1231","KT274401","2013/11/13"
"1855","KT274248","2013/10/25"
"6874","KT274219","2014/01/04"
"1253","CY187203","2013/12/29"
"1265","CY187217","2013/12/20"
"9378","MK246087","2014/04/17"
"372","CY187640","2014/01/25"
"8273","KM409039","2013/12/02"
"1025","KJ395993","2013/12/09"
"4436","KR052535","2013/07/19"
"3050","KF647949","2013/06/19"
"3049","KF647939","2013/06/19"
"326","KT274471","2013/11/19"
"798","MF535116","2013/01/30"
"8299","CY187304","2014/01/14"
"81","CY147209","2013/04/19"
"12160","KM409083","2013/12/12"
"1925","CY187229","2013/12/10"
"10541","KT274234","2013/09/11"
"10545","KT274249","2013/10/10"
"8027","KF648196","2013/04/09"
"5368","KF648164","2013/04/11"
"3055","KF648022","2013/06/15"
"10581","CY163460","2013/07/16"
"13057","KP019899","2013/08/19"
"8937","KP019907","2013/11/11"
"13058","KP019901","2013/09/02"
"1028","KJ395997","2013/12/18"
"7184","KT274591","2013/12/28"
"7027","KM409307","2013/11/14"
"3059","KF647957","2013/07/02"
"7863","CY189505","2014/02/10"
"7813","CY189033","2013/12/28"
"10656","CY163505","2013/12/11"
"4786","KM885036","2013/05/15"
"8545","KJ406384","2013/12/09"
"3947","KM219231","2014/02/10"
"8978","KP864406","2014/01/27"
"5121","CY187254","2013/12/27"
"2118","KM409370","2014/03/05"
"1918","CY163502","2013/12/09"
"7827","CY189161","2014/01/22"
"7796","CY188873","2013/12/09"
"7823","CY189129","2014/01/21"
"3997","KM219279","2014/02/18"
"7804","CY188961","2013/12/19"
"8968","KJ396034","2014/01/15"
"3388","CY187240","2013/12/27"
"7905","CY188065","2013/11/19"
"1026","KJ395994","2013/12/10"
"8963","KJ396029","2014/01/14"
"12549","KT274327","2014/04/09"
"3988","KM366703","2014/02/18"
"12896","KR611226","2014/01/01"
"11225","CY163497","2013/12/04"
"4332","KJ538510","2013/11/25"
"3387","CY163492","2013/12/04"
"10561","KT274665","2013/12/17"
"3012","KM409211","2014/01/15"
"5120","CY187253","2013/12/27"
"12147","KT274405","2014/01/13"
"12142","KT274365","2014/01/13"
"6869","KT274648","2014/01/02"
"7436","CY187291","2013/12/17"
"6410","KM409283","2013/09/27"
"11937","KT274558","2013/12/17"
"8419","CY187312","2014/01/07"
"11961","CY187726","2014/01/24"
"11944","CY163478","2013/12/02"
"11614","KP941701","2014/01/30"
"8958","KJ396026","2014/01/10"
"11952","CY187364","2013/12/17"
"7439","CY187295","2014/01/12"
"12300","KT274220","2014/01/06"
"1001","KJ396007","2014/01/08"
"1023","KP864380","2014/02/18"
"1979","KM408985","2013/11/10"
"8509","KP864398","2014/01/15"
"12905","KR611235","2014/01/01"
"12889","KR611209","2013/12/01"
"12903","KR611233","2013/12/01"
"5390","KM408997","2013/11/14"
"5391","KM409000","2013/11/14"
"1270","CY187642","2014/01/26"
"12377","CY187372","2013/12/16"
"2116","KT274450","2014/02/05"
"5074","KT274554","2013/12/02"
"6221","KM409379","2014/03/16"
"6449","KM409253","2014/03/01"
"1259","CY187210","2014/01/04"
"12923","KT274271","2014/03/09"
"1257","CY187207","2014/01/02"
"5003","CY187251","2014/01/14"
"4597","KT274416","2013/11/18"
"5416","CY187705","2014/01/29"
"8300","CY187305","2013/12/13"
"5004","CY187686","2014/01/28"
"5415","CY187268","2013/12/20"
"5412","CY187263","2013/12/16"
"177","CY187638","2014/02/14"
"3726","KT274673","2013/12/15"
"10655","CY163481","2013/12/03"
"1018","KP864379","2014/01/31"
"4945","KT274454","2014/01/27"
"6407","KM409403","2014/03/19"
"6411","KT274409","2014/04/21"
"475","CY163476","2013/11/05"
"8970","KJ396036","2014/01/16"
"8720","KM409376","2014/03/01"
"8976","KP864405","2014/01/22"
"3309","KJ645783","2014/01/13"
"3310","KJ645769","2014/01/15"
"3312","KJ645761","2013/12/04"
"3314","KJ645781","2013/12/30"
"3313","KJ645780","2013/12/12"
"3096","CY163489","2013/12/05"
"7835","CY189233","2014/02/04"
"3331","KT274284","2014/02/20"
"7808","CY188993","2013/12/24"
"8081","CY163486","2013/12/05"
"6365","CY187276","2014/01/06"
"3368","KM409080","2013/12/15"
"3389","CY187241","2013/12/30"
"7461","CY187717","2014/03/28"
"6970","KT274439","2014/02/10"
"5039","KM409217","2014/02/03"
"7844","CY189337","2014/02/05"
"7815","CY189049","2014/01/02"
"7814","CY189041","2013/12/31"
"8582","KT274567","2013/11/21"
"3143","KT274373","2013/11/06"
"7831","CY189193","2014/01/28"
"7822","CY189121","2014/01/20"
"7902","CY188337","2013/11/14"
"8083","CY187296","2013/12/24"
"5827","KM409400","2014/03/23"
"7853","CY189409","2014/03/06"
"8956","KJ396024","2014/01/12"
"5697","KT274452","2014/01/18"
"7821","CY189113","2014/01/19"
"7833","CY189209","2014/01/30"
"12887","KR611201","2013/12/01"
"6364","CY187275","2013/12/27"
"8964","KJ396031","2014/01/11"
"8946","KJ396020","2014/01/07"
"12907","KR611242","2014/01/01"
"5396","KM409018","2013/11/18"
"5397","KM409021","2013/11/18"
"1914","CY163469","2013/11/05"
"3190","KM408982","2013/12/03"
"5833","KM408994","2013/11/13"
"3092","CY163471","2013/11/05"
"7975","LC033041","2014/02/10"
"6916","KT274568","2013/12/09"
"4824","CY187677","2014/02/05"
"5489","KM409051","2013/12/16"
"5474","KT274451","2014/02/12"
"5473","KT274250","2014/02/12"
"3193","KT274524","2013/11/03"
"8951","KJ396023","2014/01/08"
"6337","KM408961","2013/10/12"
"3311","KJ645785","2014/02/07"
"3307","KJ645782","2014/01/12"
"3002","KT274646","2014/01/06"
"3386","CY163491","2013/12/03"
"6075","KT274631","2014/01/08"
"5468","KM408973","2013/11/01"
"11265","KM409295","2013/10/22"
"4161","KM409119","2014/02/06"
"1923","CY187227","2014/01/07"
"1261","CY187212","2014/01/06"
"4822","CY187670","2014/01/31"
"2155","KM409313","2013/12/02"
"4229","KT274243","2013/10/15"
"7024","KM409277","2013/09/23"
"8068","KT274603","2013/11/30"
"1917","CY163488","2013/12/02"
"3335","KM408946","2013/10/10"
"8743","KT274382","2013/12/23"
"5263","CY187255","2014/01/16"
"6354","KT274516","2013/12/08"
"6399","KT274520","2014/02/12"
"4600","KT274512","2013/12/03"
"2986","KT274588","2014/01/03"
"8447","KJ635902","2013/12/14"
"8446","KJ538526","2013/12/06"
"3223","KT274661","2013/12/07"
"1927","CY187232","2013/12/17"
"7110","KF928644","2013/06/18"
"12589","KM409301","2013/11/12"
"5407","KT274652","2013/12/20"
"12263","KJ889274","2014/01/18"
"3392","CY187244","2013/12/18"
"2024","CY187646","2014/01/22"
"1012","KP864381","2014/01/15"
"1015","KP864382","2014/01/28"
"7054","KM409349","2013/12/22"
"3371","KM409074","2013/12/10"
"8080","CY163485","2013/12/04"
"3391","CY187243","2013/12/18"
"4545","KM409226","2014/02/04"
"3044","KM409256","2014/03/04"
"8028","KM409250","2014/01/04"
"1956","KT274313","2014/01/12"
"7792","CY188833","2013/11/29"
"5970","KR271559","2014/01/06"
"8972","KP864402","2014/01/16"
"5647","KP067761","2014/04/11"
"8985","KP864411","2014/02/10"
"8297","CY163470","2013/11/05"
"12885","KR611199","2013/12/01"
"12886","KR611200","2013/12/01"
"8981","KP864409","2014/01/31"
"8149","KT274269","2013/10/15"
"8988","KJ396016","2013/12/23"
"11166","KF648172","2013/08/15"
"12925","KM408928","2013/09/14"
"5371","KM408916","2013/09/03"
"5969","KR271551","2013/12/12"
"5965","KR271543","2014/01/07"
"5963","KR271527","2013/12/13"
"6030","KR271607","2013/12/12"
"7797","CY188881","2013/12/09"
"7801","CY188921","2013/12/12"
"7795","CY188865","2013/12/09"
"7840","CY189281","2014/01/23"
"7802","CY188937","2013/12/16"
"7805","CY188969","2013/12/21"
"6366","CY187277","2014/01/06"
"3113","KM408955","2013/10/16"
"3323","KM409181","2014/01/16"
"3102","CY187237","2013/12/20"
"6983","KM409343","2013/12/18"
"6798","KM409292","2013/11/05"
"6093","KT274557","2013/12/04"
"10624","KT274608","2014/03/09"
"12303","KM409142","2014/02/13"
"1256","CY187206","2013/12/30"
"8015","KT274458","2014/02/16"
"8016","KU592741","2014/02/16"
"8017","KU592833","2014/02/16"
"7800","CY188913","2013/12/12"
"7803","CY188953","2013/12/18"
"7846","CY189353","2014/02/10"
"12906","KR611237","2014/01/01"
"3116","KM408949","2013/10/07"
"8085","CY187300","2013/12/30"
"86","CY187193","2013/12/17"
"3436","KJ635892","2013/12/09"
"4335","KJ538522","2013/12/12"
"1969","KM409382","2014/01/19"
"1965","KM408970","2013/10/28"
"3390","CY187242","2013/12/16"
"8004","KM409205","2014/01/01"
"3117","KM408952","2013/10/07"
"4590","KT274323","2013/11/04"
"11244","CY187348","2013/12/16"
"3053","KM409262","2014/02/14"
"9050","KM409069","2013/12/22"
"7798","CY188897","2013/12/11"
"12564","KF648118","2013/08/04"
"12565","KF648128","2013/08/04"
"7809","CY189001","2013/12/25"
"7843","CY189313","2014/01/28"
"7437","CY187292","2013/12/19"
"7438","CY187294","2014/01/02"
"7847","CY189361","2014/02/11"
"4904","KP144968","2013/04/25"
"4912","KP144977","2013/06/18"
"670","KR861688","2012/06/02"
"11601","KP941686","2012/04/07"
"12364","KC891213","2012/07/30"
"702","KR861685","2012/04/12"
"4447","KX792311","2012/08/23"
"4445","KX792314","2012/08/01"
"675","KR861692","2012/08/14"
"4480","KF270582","2013/01/27"
"1242","CY147203","2013/01/29"
"5231","KM203139","2012/07/20"
"4425","KX792309","2012/06/26"
"4424","KX792310","2012/06/14"
"665","KR861686","2012/05/02"
"1765","KF041881","2012/03/15"
"8641","KF041873","2012/04/19"
"8640","KF041871","2012/03/25"
"11781","KC291186","2012/06/11"
"3510","KC291185","2012/05/06"
"1064","KY925931","2012/07/08"
"9284","KY925543","2012/07/25"
"9283","KY926026","2012/07/23"
"6802","KC891308","2012/08/09"
"9332","KC291184","2012/07/16"
"5887","KC291187","2012/07/26"
"3107","KF648071","2012/08/25"
"8884","KY926261","2012/07/06"
"8877","KY926273","2012/08/08"
"9281","KY925086","2012/07/10"
"12077","KY925238","2012/07/06"
"9103","KY925669","2012/08/10"
"1764","KY926270","2011/08/31"
"11805","KY925274","2012/07/23"
"2045","KY925052","2012/07/06"
"2046","KY925938","2012/07/06"
"8666","KY925560","2013/07/14"
"8875","KY925702","2012/07/30"
"8634","KY926282","2012/07/26"
"12032","KY926276","2012/08/23"
"12024","KY925299","2012/07/06"
"1063","KY925735","2012/07/10"
"8874","KY924991","2012/07/27"
"8872","KY924956","2012/07/23"
"9270","KY926225","2012/08/10"
"11126","KC881591","2011/07/03"
"2387","LN867748","2010/12/17"
"2574","LN846647","2010/12/21"
"6775","CY075919","2010/05/21"
"10089","JX309590","2010/06/03"
"4961","KC882037","2011/03/01"
"2396","JX625974","2010/12/20"
"8887","CY098004","2011/01/18"
"2444","JX625750","2010/12/02"
"8568","KC882214","2011/02/07"
"6684","CY129622","2011/02/01"
"10124","JX309666","2010/07/27"
"794","KT241016","2010/11/04"
"12264","JN153087","2011/01/31"
"7992","JN185107","2011/01/23"
"7989","JN185113","2011/01/24"
"11815","JN185099","2011/02/04"
"7990","JN714484","2010/12/31"
"7985","JN714492","2011/01/26"
"10844","CY092401","2010/09/14"
"7294","KC881909","2010/12/09"
"962","CY111398","2011/03/08"
"10829","CY092590","2010/10/12"
"692","KR861672","2010/08/11"
"3043","KC781247","2010/08/05"
"3046","KC882063","2010/08/10"
"4796","KT241015","2010/09/30"
"4799","KM885029","2010/08/09"
"8049","KC882418","2011/01/31"
"696","KR861676","2010/08/14"
"688","KR861668","2010/08/07"
"11886","KC882032","2010/10/12"
"7754","MK731549","2011/02/18"
"6755","KP019859","2011/03/02"
"6759","KP019853","2011/01/21"
"6753","KP019858","2011/02/22"
"3690","JQ365016","2011/01/07"
"3696","JQ365022","2011/01/10"
"773","JF816658","2011/01/14"
"3271","KP019860","2011/03/08"
"3270","KP019847","2010/11/16"
"9208","KP019857","2011/02/14"
"6761","KP019851","2010/12/24"
"6760","KP019848","2010/11/25"
"3289","KP019849","2010/11/30"
"3272","KP019850","2010/12/12"
"6764","KP019854","2011/01/25"
"5271","CY176450","2011/02/08"
"11706","KP637686","2011/02/17"
"10241","CY124626","2011/01/11"
"10217","CY091694","2011/02/14"
"5341","KP019863","2011/04/04"
"5340","KP019862","2011/04/02"
